Year,Region,Category,Indicator,Characteristic,Age,Sex,Result,Unit,Significants (g),Comments
2010,NT,Alcohol,Drinking status,Ex-drinker,14+,Females,6.2,Per cent,,
2010,NT,Alcohol,Drinking status,Never a full serve of alcohol,14+,Females,8.7,Per cent,,
2010,NT,Alcohol,Drinking status,Daily,14+,Persons,7.5,Per cent,,
2010,NT,Alcohol,Drinking status,Weekly,14+,Persons,44.7,Per cent,,
2010,NT,Alcohol,Drinking status,Less than weekly,14+,Persons,34.1,Per cent,,
2010,NT,Alcohol,Drinking status,Ex-drinker,14+,Persons,5.6,Per cent,,
2010,NT,Alcohol,Drinking status,Never a full serve of alcohol,14+,Persons,8,Per cent,,
2013,NT,Alcohol,Drinking status,Daily,14+,Males,11.7,Per cent,,
2013,NT,Alcohol,Drinking status,Weekly,14+,Males,48.3,Per cent,,
2013,NT,Alcohol,Drinking status,Less than weekly,14+,Males,25.2,Per cent,,
2013,NT,Alcohol,Drinking status,Ex-drinker,14+,Males,7.7,Per cent,,
2013,NT,Alcohol,Drinking status,Never a full serve of alcohol,14+,Males,7.1,Per cent,,
2013,NT,Alcohol,Drinking status,Daily,14+,Females,5.9,Per cent,,
2013,NT,Alcohol,Drinking status,Weekly,14+,Females,39.4,Per cent,,
2013,NT,Alcohol,Drinking status,Less than weekly,14+,Females,36.4,Per cent,,
2013,NT,Alcohol,Drinking status,Ex-drinker,14+,Females,9.1,Per cent,,
2013,NT,Alcohol,Drinking status,Never a full serve of alcohol,14+,Females,9.1,Per cent,,
2013,NT,Alcohol,Drinking status,Daily,14+,Persons,9,Per cent,,
2013,NT,Alcohol,Drinking status,Weekly,14+,Persons,44.1,Per cent,,
2013,NT,Alcohol,Drinking status,Less than weekly,14+,Persons,30.5,Per cent,,
2013,NT,Alcohol,Drinking status,Ex-drinker,14+,Persons,8.4,Per cent,,
2013,NT,Alcohol,Drinking status,Never a full serve of alcohol,14+,Persons,8,Per cent,,
2016,NT,Alcohol,Drinking status,Daily,14+,Males,9.4,Per cent,,
2016,NT,Alcohol,Drinking status,Weekly,14+,Males,41.3,Per cent,,
2016,NT,Alcohol,Drinking status,Less than weekly,14+,Males,28.4,Per cent,,
2016,NT,Alcohol,Drinking status,Ex-drinker,14+,Males,7.4,Per cent,,
2016,NT,Alcohol,Drinking status,Never a full serve of alcohol,14+,Males,13.5,Per cent,,#
2016,NT,Alcohol,Drinking status,Daily,14+,Females,4.8,Per cent,,
2016,NT,Alcohol,Drinking status,Weekly,14+,Females,32.9,Per cent,,
2016,NT,Alcohol,Drinking status,Less than weekly,14+,Females,36.7,Per cent,,
2016,NT,Alcohol,Drinking status,Ex-drinker,14+,Females,10.8,Per cent,,
2016,NT,Alcohol,Drinking status,Never a full serve of alcohol,14+,Females,14.9,Per cent,,#
2016,NT,Alcohol,Drinking status,Daily,14+,Persons,7.3,Per cent,,
2016,NT,Alcohol,Drinking status,Weekly,14+,Persons,37.3,Per cent,,#
2016,NT,Alcohol,Drinking status,Less than weekly,14+,Persons,32.3,Per cent,,
2016,NT,Alcohol,Drinking status,Ex-drinker,14+,Persons,9,Per cent,,
2016,NT,Alcohol,Drinking status,Never a full serve of alcohol,14+,Persons,14.1,Per cent,,#
2010,Australia,Alcohol,Drinking status,Daily,14+,Males,9.6,Per cent,,
2010,Australia,Alcohol,Drinking status,Weekly,14+,Males,45.2,Per cent,,
2010,Australia,Alcohol,Drinking status,Less than weekly,14+,Males,28.8,Per cent,,
2010,Australia,Alcohol,Drinking status,Ex-drinker,14+,Males,6.4,Per cent,,
2010,Australia,Alcohol,Drinking status,Never a full serve of alcohol,14+,Males,10,Per cent,,
2010,Australia,Alcohol,Drinking status,Daily,14+,Females,4.9,Per cent,,
2010,Australia,Alcohol,Drinking status,Weekly,14+,Females,33.9,Per cent,,
2010,Australia,Alcohol,Drinking status,Less than weekly,14+,Females,38.7,Per cent,,
2010,Australia,Alcohol,Drinking status,Ex-drinker,14+,Females,8.3,Per cent,,
2010,Australia,Alcohol,Drinking status,Never a full serve of alcohol,14+,Females,14.2,Per cent,,
2010,Australia,Alcohol,Drinking status,Daily,14+,Persons,7.2,Per cent,,
2010,Australia,Alcohol,Drinking status,Weekly,14+,Persons,39.5,Per cent,,
2010,Australia,Alcohol,Drinking status,Less than weekly,14+,Persons,33.8,Per cent,,
2010,Australia,Alcohol,Drinking status,Ex-drinker,14+,Persons,7.4,Per cent,,
2010,Australia,Alcohol,Drinking status,Never a full serve of alcohol,14+,Persons,12.1,Per cent,,
2013,Australia,Alcohol,Drinking status,Daily,14+,Males,8.5,Per cent,,
2013,Australia,Alcohol,Drinking status,Weekly,14+,Males,43.2,Per cent,,
2013,Australia,Alcohol,Drinking status,Less than weekly,14+,Males,29.4,Per cent,,
2013,Australia,Alcohol,Drinking status,Ex-drinker,14+,Males,7.3,Per cent,,
2013,Australia,Alcohol,Drinking status,Never a full serve of alcohol,14+,Males,11.7,Per cent,,
2013,Australia,Alcohol,Drinking status,Daily,14+,Females,4.6,Per cent,,
2013,Australia,Alcohol,Drinking status,Weekly,14+,Females,31.5,Per cent,,
2013,Australia,Alcohol,Drinking status,Less than weekly,14+,Females,39.4,Per cent,,
2013,Australia,Alcohol,Drinking status,Ex-drinker,14+,Females,8.7,Per cent,,
2013,Australia,Alcohol,Drinking status,Never a full serve of alcohol,14+,Females,15.8,Per cent,,
2013,Australia,Alcohol,Drinking status,Daily,14+,Persons,6.5,Per cent,,
2013,Australia,Alcohol,Drinking status,Weekly,14+,Persons,37.3,Per cent,,
2013,Australia,Alcohol,Drinking status,Less than weekly,14+,Persons,34.5,Per cent,,
2013,Australia,Alcohol,Drinking status,Ex-drinker,14+,Persons,8,Per cent,,
2013,Australia,Alcohol,Drinking status,Never a full serve of alcohol,14+,Persons,13.8,Per cent,,
2016,Australia,Alcohol,Drinking status,Daily,14+,Males,7.6,Per cent,,#
2016,Australia,Alcohol,Drinking status,Weekly,14+,Males,40.7,Per cent,,#
2016,Australia,Alcohol,Drinking status,Less than weekly,14+,Males,31.6,Per cent,,#
2016,Australia,Alcohol,Drinking status,Ex-drinker,14+,Males,7.1,Per cent,,
2016,Australia,Alcohol,Drinking status,Never a full serve of alcohol,14+,Males,12.9,Per cent,,
2016,Australia,Alcohol,Drinking status,Daily,14+,Females,4.2,Per cent,,
2016,Australia,Alcohol,Drinking status,Weekly,14+,Females,31,Per cent,,
2016,Australia,Alcohol,Drinking status,Less than weekly,14+,Females,39.9,Per cent,,
2016,Australia,Alcohol,Drinking status,Ex-drinker,14+,Females,8.8,Per cent,,
2016,Australia,Alcohol,Drinking status,Never a full serve of alcohol,14+,Females,16.1,Per cent,,
2016,Australia,Alcohol,Drinking status,Daily,14+,Persons,5.9,Per cent,,#
2016,Australia,Alcohol,Drinking status,Weekly,14+,Persons,35.8,Per cent,,#
2016,Australia,Alcohol,Drinking status,Less than weekly,14+,Persons,35.8,Per cent,,#
2016,Australia,Alcohol,Drinking status,Ex-drinker,14+,Persons,8,Per cent,,
2016,Australia,Alcohol,Drinking status,Never a full serve of alcohol,14+,Persons,14.5,Per cent,,
2001,NSW,Alcohol,Drinking status,Daily,14+,Persons,8.94,Per cent,,
2001,VIC,Alcohol,Drinking status,Daily,14+,Persons,7.36,Per cent,,
2001,Qld,Alcohol,Drinking status,Daily,14+,Persons,8.41,Per cent,,
2001,WA,Alcohol,Drinking status,Daily,14+,Persons,8.66,Per cent,,
2001,SA,Alcohol,Drinking status,Daily,14+,Persons,7.9,Per cent,,
2001,Tas,Alcohol,Drinking status,Daily,14+,Persons,6.89,Per cent,,
2001,ACT,Alcohol,Drinking status,Daily,14+,Persons,9.62,Per cent,,
2001,NT,Alcohol,Drinking status,Daily,14+,Persons,8.87,Per cent,,
2001,Australia,Alcohol,Drinking status,Daily,14+,Persons,8.3,Per cent,,
2004,NSW,Alcohol,Drinking status,Daily,14+,Persons,8.8,Per cent,,
2004,VIC,Alcohol,Drinking status,Daily,14+,Persons,8.07,Per cent,,
2004,Qld,Alcohol,Drinking status,Daily,14+,Persons,9.6,Per cent,,
2004,WA,Alcohol,Drinking status,Daily,14+,Persons,10.1,Per cent,,
2004,SA,Alcohol,Drinking status,Daily,14+,Persons,8.9,Per cent,,
2004,Tas,Alcohol,Drinking status,Daily,14+,Persons,6.28,Per cent,,
2004,ACT,Alcohol,Drinking status,Daily,14+,Persons,9.12,Per cent,,
2004,NT,Alcohol,Drinking status,Daily,14+,Persons,9.72,Per cent,,
2004,Australia,Alcohol,Drinking status,Daily,14+,Persons,8.88,Per cent,,
2007,NSW,Alcohol,Drinking status,Daily,14+,Persons,8.3,Per cent,,
2007,VIC,Alcohol,Drinking status,Daily,14+,Persons,7.3,Per cent,,
2007,Qld,Alcohol,Drinking status,Daily,14+,Persons,8.3,Per cent,,
2007,WA,Alcohol,Drinking status,Daily,14+,Persons,9.8,Per cent,,
2007,SA,Alcohol,Drinking status,Daily,14+,Persons,7.9,Per cent,,
2007,Tas,Alcohol,Drinking status,Daily,14+,Persons,6.8,Per cent,,
2007,ACT,Alcohol,Drinking status,Daily,14+,Persons,6.6,Per cent,,
2007,NT,Alcohol,Drinking status,Daily,14+,Persons,10.7,Per cent,,
2007,Australia,Alcohol,Drinking status,Daily,14+,Persons,8.1,Per cent,,
2010,NSW,Alcohol,Lifetime risk status,Abstainers,14+,Males,18.4,Per cent,,
2010,NSW,Alcohol,Lifetime risk status,Low risk,14+,Males,53.9,Per cent,,
2010,NSW,Alcohol,Lifetime risk status,Risky,14+,Males,27.7,Per cent,,
2010,NSW,Alcohol,Lifetime risk status,Abstainers,14+,Females,25.9,Per cent,,
2010,NSW,Alcohol,Lifetime risk status,Low risk,14+,Females,63.5,Per cent,,
2010,NSW,Alcohol,Lifetime risk status,Risky,14+,Females,10.6,Per cent,,
2010,NSW,Alcohol,Lifetime risk status,Abstainers,14+,Persons,22.2,Per cent,,
2010,NSW,Alcohol,Lifetime risk status,Low risk,14+,Persons,58.8,Per cent,,
2010,NSW,Alcohol,Lifetime risk status,Risky,14+,Persons,19,Per cent,,
2013,NSW,Alcohol,Lifetime risk status,Abstainers,14+,Males,20.8,Per cent,,
2013,NSW,Alcohol,Lifetime risk status,Low risk,14+,Males,54.7,Per cent,,
2013,NSW,Alcohol,Lifetime risk status,Risky,14+,Males,24.5,Per cent,,
2013,NSW,Alcohol,Lifetime risk status,Abstainers,14+,Females,27.8,Per cent,,
2013,NSW,Alcohol,Lifetime risk status,Low risk,14+,Females,63.1,Per cent,,
2013,NSW,Alcohol,Lifetime risk status,Risky,14+,Females,9.1,Per cent,,
2013,NSW,Alcohol,Lifetime risk status,Abstainers,14+,Persons,24.3,Per cent,,
2013,NSW,Alcohol,Lifetime risk status,Low risk,14+,Persons,58.9,Per cent,,
2013,NSW,Alcohol,Lifetime risk status,Risky,14+,Persons,16.7,Per cent,,
2016,NSW,Alcohol,Lifetime risk status,Abstainers,14+,Males,21,Per cent,,
2016,NSW,Alcohol,Lifetime risk status,Low risk,14+,Males,55.2,Per cent,,
2016,NSW,Alcohol,Lifetime risk status,Risky,14+,Males,23.8,Per cent,,
2016,NSW,Alcohol,Lifetime risk status,Abstainers,14+,Females,26.8,Per cent,,
2016,NSW,Alcohol,Lifetime risk status,Low risk,14+,Females,63.4,Per cent,,
2016,NSW,Alcohol,Lifetime risk status,Risky,14+,Females,9.8,Per cent,,
2016,NSW,Alcohol,Lifetime risk status,Abstainers,14+,Persons,24,Per cent,,
2016,NSW,Alcohol,Lifetime risk status,Low risk,14+,Persons,59.4,Per cent,,
2016,NSW,Alcohol,Lifetime risk status,Risky,14+,Persons,16.7,Per cent,,
2010,VIC,Alcohol,Lifetime risk status,Abstainers,14+,Males,18.8,Per cent,,
2010,VIC,Alcohol,Lifetime risk status,Low risk,14+,Males,54.9,Per cent,,
2010,VIC,Alcohol,Lifetime risk status,Risky,14+,Males,26.3,Per cent,,
2010,VIC,Alcohol,Lifetime risk status,Abstainers,14+,Females,23.7,Per cent,,
2010,VIC,Alcohol,Lifetime risk status,Low risk,14+,Females,64.7,Per cent,,
2010,VIC,Alcohol,Lifetime risk status,Risky,14+,Females,11.5,Per cent,,
2010,VIC,Alcohol,Lifetime risk status,Abstainers,14+,Persons,21.3,Per cent,,
2010,VIC,Alcohol,Lifetime risk status,Low risk,14+,Persons,59.9,Per cent,,
2010,VIC,Alcohol,Lifetime risk status,Risky,14+,Persons,18.8,Per cent,,
2013,VIC,Alcohol,Lifetime risk status,Abstainers,14+,Males,20.4,Per cent,,
2013,VIC,Alcohol,Lifetime risk status,Low risk,14+,Males,56.2,Per cent,,
2013,VIC,Alcohol,Lifetime risk status,Risky,14+,Males,23.4,Per cent,,
2013,VIC,Alcohol,Lifetime risk status,Abstainers,14+,Females,26.5,Per cent,,
2013,VIC,Alcohol,Lifetime risk status,Low risk,14+,Females,64.5,Per cent,,
2013,VIC,Alcohol,Lifetime risk status,Risky,14+,Females,9,Per cent,,
2013,VIC,Alcohol,Lifetime risk status,Abstainers,14+,Persons,23.5,Per cent,,
2013,VIC,Alcohol,Lifetime risk status,Low risk,14+,Persons,60.4,Per cent,,
2013,VIC,Alcohol,Lifetime risk status,Risky,14+,Persons,16.1,Per cent,,
2016,VIC,Alcohol,Lifetime risk status,Abstainers,14+,Males,20.5,Per cent,,
2016,VIC,Alcohol,Lifetime risk status,Low risk,14+,Males,57.7,Per cent,,
2016,VIC,Alcohol,Lifetime risk status,Risky,14+,Males,21.8,Per cent,,
2016,VIC,Alcohol,Lifetime risk status,Abstainers,14+,Females,26,Per cent,,
2016,VIC,Alcohol,Lifetime risk status,Low risk,14+,Females,64.9,Per cent,,
2016,VIC,Alcohol,Lifetime risk status,Risky,14+,Females,9.1,Per cent,,
2016,VIC,Alcohol,Lifetime risk status,Abstainers,14+,Persons,23.3,Per cent,,
2016,VIC,Alcohol,Lifetime risk status,Low risk,14+,Persons,61.4,Per cent,,
2016,VIC,Alcohol,Lifetime risk status,Risky,14+,Persons,15.3,Per cent,,
2010,Qld,Alcohol,Lifetime risk status,Abstainers,14+,Males,13.8,Per cent,,
2010,Qld,Alcohol,Lifetime risk status,Low risk,14+,Males,52.3,Per cent,,
2010,Qld,Alcohol,Lifetime risk status,Risky,14+,Males,33.9,Per cent,,
2010,Qld,Alcohol,Lifetime risk status,Abstainers,14+,Females,20.4,Per cent,,
2010,Qld,Alcohol,Lifetime risk status,Low risk,14+,Females,65.9,Per cent,,
2010,Qld,Alcohol,Lifetime risk status,Risky,14+,Females,13.7,Per cent,,
2010,Qld,Alcohol,Lifetime risk status,Abstainers,14+,Persons,17.1,Per cent,,
2010,Qld,Alcohol,Lifetime risk status,Low risk,14+,Persons,59.1,Per cent,,
2010,Qld,Alcohol,Lifetime risk status,Risky,14+,Persons,23.7,Per cent,,
2013,Qld,Alcohol,Lifetime risk status,Abstainers,14+,Males,16.9,Per cent,,
2013,Qld,Alcohol,Lifetime risk status,Low risk,14+,Males,54.9,Per cent,,
2013,Qld,Alcohol,Lifetime risk status,Risky,14+,Males,28.2,Per cent,,
2013,Qld,Alcohol,Lifetime risk status,Abstainers,14+,Females,22.8,Per cent,,
2013,Qld,Alcohol,Lifetime risk status,Low risk,14+,Females,65,Per cent,,
2013,Qld,Alcohol,Lifetime risk status,Risky,14+,Females,12.2,Per cent,,
2013,Qld,Alcohol,Lifetime risk status,Abstainers,14+,Persons,19.9,Per cent,,
2013,Qld,Alcohol,Lifetime risk status,Low risk,14+,Persons,60,Per cent,,
2013,Qld,Alcohol,Lifetime risk status,Risky,14+,Persons,20.2,Per cent,,
2016,Qld,Alcohol,Lifetime risk status,Abstainers,14+,Males,18.3,Per cent,,
2016,Qld,Alcohol,Lifetime risk status,Low risk,14+,Males,52.4,Per cent,,
2016,Qld,Alcohol,Lifetime risk status,Risky,14+,Males,29.3,Per cent,,
2016,Qld,Alcohol,Lifetime risk status,Abstainers,14+,Females,22.9,Per cent,,
2016,Qld,Alcohol,Lifetime risk status,Low risk,14+,Females,67.7,Per cent,,
2016,Qld,Alcohol,Lifetime risk status,Risky,14+,Females,9.4,Per cent,,#
2016,Qld,Alcohol,Lifetime risk status,Abstainers,14+,Persons,20.6,Per cent,,
2016,Qld,Alcohol,Lifetime risk status,Low risk,14+,Persons,60.1,Per cent,,
2016,Qld,Alcohol,Lifetime risk status,Risky,14+,Persons,19.3,Per cent,,
2010,WA,Alcohol,Lifetime risk status,Abstainers,14+,Males,14.2,Per cent,,
2010,WA,Alcohol,Lifetime risk status,Low risk,14+,Males,52.1,Per cent,,
2010,WA,Alcohol,Lifetime risk status,Risky,14+,Males,33.7,Per cent,,
2010,WA,Alcohol,Lifetime risk status,Abstainers,14+,Females,20.5,Per cent,,
2010,WA,Alcohol,Lifetime risk status,Low risk,14+,Females,67.3,Per cent,,
2010,WA,Alcohol,Lifetime risk status,Risky,14+,Females,12.2,Per cent,,
2010,WA,Alcohol,Lifetime risk status,Abstainers,14+,Persons,17.3,Per cent,,
2010,WA,Alcohol,Lifetime risk status,Low risk,14+,Persons,59.6,Per cent,,
2010,WA,Alcohol,Lifetime risk status,Risky,14+,Persons,23,Per cent,,
2013,WA,Alcohol,Lifetime risk status,Abstainers,14+,Males,15.1,Per cent,,
2013,WA,Alcohol,Lifetime risk status,Low risk,14+,Males,52.4,Per cent,,
2013,WA,Alcohol,Lifetime risk status,Risky,14+,Males,32.4,Per cent,,
2013,WA,Alcohol,Lifetime risk status,Abstainers,14+,Females,21.6,Per cent,,
2013,WA,Alcohol,Lifetime risk status,Low risk,14+,Females,67.8,Per cent,,
2013,WA,Alcohol,Lifetime risk status,Risky,14+,Females,10.6,Per cent,,
2013,WA,Alcohol,Lifetime risk status,Abstainers,14+,Persons,18.3,Per cent,,
2013,WA,Alcohol,Lifetime risk status,Low risk,14+,Persons,60,Per cent,,
2013,WA,Alcohol,Lifetime risk status,Risky,14+,Persons,21.6,Per cent,,
2016,WA,Alcohol,Lifetime risk status,Abstainers,14+,Males,23.6,Per cent,,#
2016,WA,Alcohol,Lifetime risk status,Low risk,14+,Males,51.6,Per cent,,
2016,WA,Alcohol,Lifetime risk status,Risky,14+,Males,24.8,Per cent,,#
2016,WA,Alcohol,Lifetime risk status,Abstainers,14+,Females,27.4,Per cent,,#
2016,WA,Alcohol,Lifetime risk status,Low risk,14+,Females,60.6,Per cent,,#
2016,WA,Alcohol,Lifetime risk status,Risky,14+,Females,12,Per cent,,
2016,WA,Alcohol,Lifetime risk status,Abstainers,14+,Persons,25.5,Per cent,,#
2016,WA,Alcohol,Lifetime risk status,Low risk,14+,Persons,56.1,Per cent,,#
2016,WA,Alcohol,Lifetime risk status,Risky,14+,Persons,18.4,Per cent,,#
2010,SA,Alcohol,Lifetime risk status,Abstainers,14+,Males,16.6,Per cent,,
2010,SA,Alcohol,Lifetime risk status,Low risk,14+,Males,54.1,Per cent,,
2010,SA,Alcohol,Lifetime risk status,Risky,14+,Males,29.3,Per cent,,
2010,SA,Alcohol,Lifetime risk status,Abstainers,14+,Females,21.9,Per cent,,
2010,SA,Alcohol,Lifetime risk status,Low risk,14+,Females,67.5,Per cent,,
2010,SA,Alcohol,Lifetime risk status,Risky,14+,Females,10.5,Per cent,,
2010,SA,Alcohol,Lifetime risk status,Abstainers,14+,Persons,19.3,Per cent,,
2010,SA,Alcohol,Lifetime risk status,Low risk,14+,Persons,60.9,Per cent,,
2010,SA,Alcohol,Lifetime risk status,Risky,14+,Persons,19.7,Per cent,,
2013,SA,Alcohol,Lifetime risk status,Abstainers,14+,Males,21.5,Per cent,,
2013,SA,Alcohol,Lifetime risk status,Low risk,14+,Males,50.3,Per cent,,
2013,SA,Alcohol,Lifetime risk status,Risky,14+,Males,28.1,Per cent,,
2013,SA,Alcohol,Lifetime risk status,Abstainers,14+,Females,19.7,Per cent,,
2013,SA,Alcohol,Lifetime risk status,Low risk,14+,Females,71.3,Per cent,,
2013,SA,Alcohol,Lifetime risk status,Risky,14+,Females,9,Per cent,,
2013,SA,Alcohol,Lifetime risk status,Abstainers,14+,Persons,20.6,Per cent,,
2013,SA,Alcohol,Lifetime risk status,Low risk,14+,Persons,60.9,Per cent,,
2013,SA,Alcohol,Lifetime risk status,Risky,14+,Persons,18.5,Per cent,,
2016,SA,Alcohol,Lifetime risk status,Abstainers,14+,Males,19.6,Per cent,,
2016,SA,Alcohol,Lifetime risk status,Low risk,14+,Males,58.7,Per cent,,#
2016,SA,Alcohol,Lifetime risk status,Risky,14+,Males,21.7,Per cent,,#
2016,SA,Alcohol,Lifetime risk status,Abstainers,14+,Females,23.6,Per cent,,
2016,SA,Alcohol,Lifetime risk status,Low risk,14+,Females,66.3,Per cent,,
2016,SA,Alcohol,Lifetime risk status,Risky,14+,Females,10.1,Per cent,,
2016,SA,Alcohol,Lifetime risk status,Abstainers,14+,Persons,21.6,Per cent,,
2016,SA,Alcohol,Lifetime risk status,Low risk,14+,Persons,62.6,Per cent,,
2016,SA,Alcohol,Lifetime risk status,Risky,14+,Persons,15.8,Per cent,,
2010,Tas,Alcohol,Lifetime risk status,Abstainers,14+,Males,10,Per cent,,
2010,Tas,Alcohol,Lifetime risk status,Low risk,14+,Males,58.9,Per cent,,
2010,Tas,Alcohol,Lifetime risk status,Risky,14+,Males,31,Per cent,,
2010,Tas,Alcohol,Lifetime risk status,Abstainers,14+,Females,19.1,Per cent,,
2010,Tas,Alcohol,Lifetime risk status,Low risk,14+,Females,72.1,Per cent,,
2010,Tas,Alcohol,Lifetime risk status,Risky,14+,Females,8.8,Per cent,,
2010,Tas,Alcohol,Lifetime risk status,Abstainers,14+,Persons,14.6,Per cent,,
2010,Tas,Alcohol,Lifetime risk status,Low risk,14+,Persons,65.7,Per cent,,
2010,Tas,Alcohol,Lifetime risk status,Risky,14+,Persons,19.7,Per cent,,
2013,Tas,Alcohol,Lifetime risk status,Abstainers,14+,Males,14.4,Per cent,,
2013,Tas,Alcohol,Lifetime risk status,Low risk,14+,Males,57.4,Per cent,,
2013,Tas,Alcohol,Lifetime risk status,Risky,14+,Males,28.2,Per cent,,
2013,Tas,Alcohol,Lifetime risk status,Abstainers,14+,Females,19.5,Per cent,,
2013,Tas,Alcohol,Lifetime risk status,Low risk,14+,Females,71.3,Per cent,,
2013,Tas,Alcohol,Lifetime risk status,Risky,14+,Females,9.2,Per cent,,
2013,Tas,Alcohol,Lifetime risk status,Abstainers,14+,Persons,16.9,Per cent,,
2013,Tas,Alcohol,Lifetime risk status,Low risk,14+,Persons,64.4,Per cent,,
2013,Tas,Alcohol,Lifetime risk status,Risky,14+,Persons,18.6,Per cent,,
2016,Tas,Alcohol,Lifetime risk status,Abstainers,14+,Males,16.7,Per cent,,
2016,Tas,Alcohol,Lifetime risk status,Low risk,14+,Males,57.9,Per cent,,
2016,Tas,Alcohol,Lifetime risk status,Risky,14+,Males,25.4,Per cent,,
2016,Tas,Alcohol,Lifetime risk status,Abstainers,14+,Females,19.2,Per cent,,
2016,Tas,Alcohol,Lifetime risk status,Low risk,14+,Females,71,Per cent,,
2016,Tas,Alcohol,Lifetime risk status,Risky,14+,Females,9.8,Per cent,,
2016,Tas,Alcohol,Lifetime risk status,Abstainers,14+,Persons,18,Per cent,,
2016,Tas,Alcohol,Lifetime risk status,Low risk,14+,Persons,64.5,Per cent,,
2016,Tas,Alcohol,Lifetime risk status,Risky,14+,Persons,17.5,Per cent,,
2010,ACT,Alcohol,Lifetime risk status,Abstainers,14+,Males,12,Per cent,,
2010,ACT,Alcohol,Lifetime risk status,Low risk,14+,Males,58,Per cent,,
2010,ACT,Alcohol,Lifetime risk status,Risky,14+,Males,30.1,Per cent,,
2010,ACT,Alcohol,Lifetime risk status,Abstainers,14+,Females,15.4,Per cent,,
2010,ACT,Alcohol,Lifetime risk status,Low risk,14+,Females,74.9,Per cent,,
2010,ACT,Alcohol,Lifetime risk status,Risky,14+,Females,9.6,Per cent,,
2010,ACT,Alcohol,Lifetime risk status,Abstainers,14+,Persons,13.7,Per cent,,
2010,ACT,Alcohol,Lifetime risk status,Low risk,14+,Persons,66.5,Per cent,,
2010,ACT,Alcohol,Lifetime risk status,Risky,14+,Persons,19.8,Per cent,,
2013,ACT,Alcohol,Lifetime risk status,Abstainers,14+,Males,16.3,Per cent,,
2013,ACT,Alcohol,Lifetime risk status,Low risk,14+,Males,51.1,Per cent,,
2013,ACT,Alcohol,Lifetime risk status,Risky,14+,Males,32.7,Per cent,,
2013,ACT,Alcohol,Lifetime risk status,Abstainers,14+,Females,18.7,Per cent,,
2013,ACT,Alcohol,Lifetime risk status,Low risk,14+,Females,69.7,Per cent,,
2013,ACT,Alcohol,Lifetime risk status,Risky,14+,Females,11.6,Per cent,,
2013,ACT,Alcohol,Lifetime risk status,Abstainers,14+,Persons,17.5,Per cent,,
